Datetime,Text,Keyword,Text_Processed,Language,Text_Translated
2019-12-09 08:52:07+00:00,"@PartaiSocmed @grace_nat Silahkan tanya beliaulah, saya yakin pasti @psi_id punya alasan kenapa hanya melawan RUU KUHP tpi tidak terhadap RUU KPK",RUU KUHP,silah beliau alas lawan rancangan undang undang kuhp tetapi hadap rancangan undang undang komisi pemberantasan korupsi,id,He said he was against the draft law on the Criminal Code but against the draft law on the Corruption Eradication Commission
2019-12-09 08:34:42+00:00,@Santo_Yu @PartaiSocmed Jelas beda lah RUU KUHP sama RUU KPK,RUU KUHP,beda rancangan undang undang kuhp rancangan undang undang komisi pemberantasan korupsi,id,The draft law on the Criminal Code is different from the draft law on the Corruption Eradication Commission
2019-12-09 08:21:02+00:00,@PartaiSocmed PSI menolak RUU KUHP tapi tidak terdengar saat pengesahan RUU KPK,RUU KUHP,psi tolak rancangan undang undang kuhp dengar sah rancangan undang undang komisi pemberantasan korupsi,id,psi rejects the draft law on the Criminal Code to legally hear the draft law on the corruption eradication commission
2019-12-08 16:11:06+00:00,@BuddhisGL @eko_kuntadhi Kaya utang negara? RUU KUHP? import Garam? Beras 2000 ton di bulog kebuang? Atau .....,RUU KUHP,kayak utang negara rancangan undang undang kuhp impor garam beras 2000 ton bulog buang,id,"like the national debt, the draft law on the import of rice salt, 2000 tonnes of rice, is thrown away by Bulog"
2019-12-08 08:30:06+00:00,"@erasmus70 Dah mz urusan begini biar saya yg handle, urusan RUU KUHP biar mznya yg ngurus",RUU KUHP,sudah mas urus biar yang handle urus rancangan undang undang kuhp biar mznya yang mengurus,id,"Sir, I've taken care of it, let the MZ take care of the draft law on the Criminal Code"
2019-12-08 06:41:31+00:00,@Pasukan_5emut @_______B1G__k4y @Kartikaribet @My_LoveNebe @03_nakula @EdyGypsum @AhlulQohwah @Namaku_Mei @alyapedia @ajunsii @kirekswasta Nah itu di nomer 9 bisa menjadi Pengesahan RUU KUHP Pemerkosaan Terhadap Istri.,RUU KUHP,nomer 9 sah rancangan undang undang kuhp perkosa hadap istri,id,number 9 legalizes the draft law on rape against wife
2019-12-08 05:15:10+00:00,"Berita Sept 2015:
RUU KUHP pasal 473 : Penyimpan Foto/Video Porno Dihukum 4 Tahun Penjara

MK telah hapus pasal penjara bagi pemilik video porno. Namun dlm RUU KUHP yg disodorkan ke DPR, pemelrintah ingin pasal tsb hidup lagi

Jadi ingat Pak Gubernur ituð
https://t.co/uHZlOEWipF",RUU KUHP,berita september 2015 rancangan undang undang kuhp pasal 473 simpan foto video porno hukum 4 penjara mk hapus pasal penjara milik video porno dalam rancangan undang undang kuhp yang sodor dewan perwakilan rakyat pemelrintah pasal tersebut hidup gubernur,id,news september 2015 draft criminal code law article 473 save photos pornographic videos law 4 prisons MK removes article on prison possession of pornographic videos in the draft criminal code law that was pushed by the government's people's representative council this article lives the governor
2019-12-08 03:15:58+00:00,"lelah aing memikirkan pasal santet dalam ruukuhp:(( kok masih dipertahankan, apa relevansinya, arti pasal itu tu sebenernya apaan... *mumet*",RUU KUHP,lelah aku pikir pasal santet ruukuhp tahan relevansi arti pasal itu sebenarnya mumet,id,"I'm tired, I think the ruukuhp witchcraft article holds the relevance of the meaning of the article, it's actually boring"
2019-12-08 02:53:01+00:00,@fahrifathan9 @heeeerrnnn RUU KUHP pasal?,RUU KUHP,rancangan undang undang kuhp pasal,id,draft criminal code article
2019-12-07 14:39:49+00:00,"mengudara kembali yeayyy. Hmm, untuk episode 12 ini kita akan membahas apa ya kira-kira (?)

Bulan September masih menjadi saksi bisu atas revisi UU KPK dan RUU KUHP yang kontroversi di tengah masyarakat. Mahasiswa dan para pelajar pun turun ke jalan menunjukkan aksi protesnya.",RUU KUHP,udara yeayyy hem episode 12 bahas ya september saksi bisu revisi undang undang komisi pemberantasan korupsi rancangan undang undang kuhp kontroversi masyarakat mahasiswa ajar turun jalan aksi protes,id,air yeayyy hem episode 12 discuss it September silent witness revision of the law on the corruption eradication commission draft law on the criminal code controversy of the teaching community students take to the streets in protest
2019-12-07 10:04:49+00:00,"Kalau suka nonton bisa kena ngak?

RUU KUHP,penyimpan foto/vidio porno Dihukum 4 tahun penjara!",RUU KUHP,suka menonton kena tidak rancangan undang undang kuhp simpan foto video porno hukum 4 penjara,id,likes to watch whether or not the draft criminal code law saves photos porn videos law 4 prison
2019-12-07 08:00:16+00:00,RUU KUHP dan RUU Penghapusan Kekerasan Seksual (PKS) masuk dalam 50 RUU pada Program Legislasi Nasional (Prolegnas) prioritas Tahun 2020 yang disahkan oleh DPR dan Kementerian Hukum dan HAM. #WaktunyaLokadata https://t.co/eFK9FqiKeI,RUU KUHP,rancangan undang undang kuhp rancangan undang undang hapus keras seksual partai keadilan sejahtera masuk 50 rancangan undang undang program legislasi nasional prolegnas prioritas 2020 sahkan dewan perwakilan rakyat menteri hukum ham,id,draft law on criminal code draft law on eradicating sexual violence prosperous justice party included in 50 draft laws on priority national legislation program prolegnas 2020 legalizes people's representative council minister of human rights law
2019-12-07 05:09:35+00:00,tolong dong makalah politik tebtang ruu kuhp bantuin guaaaa,RUU KUHP,tolong makalah politik tebtang rancangan undang undang kuhp bantu guaaaa,id,Please help me with the political paper regarding the draft Criminal Code law
2019-12-07 03:09:33+00:00,@buknpolisimoral Kode voucher RUUKUHP syarat dan ketentuanya gan,RUU KUHP,kode kupon ruukuhp syarat ketentuanya juragan,id,ruukuhp coupon code terms and conditions sir
2019-12-06 18:18:48+00:00,"Hadirilah! Diskusi Umum mengenai RUU KUHP, RUU Pemasyarakatan, dan Public Hearing Isu Dwikewarganegaraan Bersama Wakil Ketua DPR RI Bidang Politik dan Keamanan, Dr. Azis Syamsuddin!

Acara akan dilaksanakan hari Senin, 16 Desember pukul 18:00 - 20:00 PM! https://t.co/sxUItHlsmZ",RUU KUHP,hadir diskusi kena rancangan undang undang kuhp rancangan undang undang masyarakat publik hearing isu dwikewarganegaraan wakil ketua dewan perwakilan rakyat ri bidang politik aman dari azis syamsuddin acara laksana senin 16 desember 18 00 20 00 pm,id,"attended the discussion regarding the draft law on the Criminal Code, the draft law on the public community, hearing on the issue of dual citizenship, deputy chairman of the Indonesian People's Representative Council, political sector, safe from Azis Syamsuddin, event held Monday, December 16, 18 00 20 00 pm"
2019-12-06 16:41:23+00:00,"@alexander_murfi Teringat ketika Yasona L bentak"" mahasiswa ketika aksi tolak Revisi RUI KPK, RUU KUHP.",RUU KUHP,yasona l bentak mahasiswa aksi tolak revisi rui komisi pemberantasan korupsi rancangan undang undang kuhp,id,Yasona L snapped at students taking action to reject the Corruption Eradication Commission's revision of the draft Criminal Code law
2019-12-06 14:24:39+00:00,@NdonBack2 Demo penolakan kemarin dari mahasiswa UI tuh apa menolak RUUKUHP secara menyeluruh atau khusus pasal ttg penghinaan presiden om?,RUU KUHP,demo tolak kemarin mahasiswa oi itu tolak ruukuhp khusus pasal tentang hina presiden om,id,"Yesterday's demonstration against OI students rejected the Ruukuhp article specifically about insulting the president, uncle"
2019-12-06 14:06:43+00:00,@SurYosodipuro_ @GateJannah Sampe sini paham kan..knp RUU KUHP kmren ngelarang ayam berkeliaran. Bgst emang,RUU KUHP,sampai paham kenapa rancangan undang undang kuhp kemarin melarang ayam keliar bangsat memang,id,"until I understand why yesterday's draft Criminal Code law prohibits wild chickens, you bastard"
2019-12-06 12:18:32+00:00,"RUU KUHP masuk Prolegnas 2020. Cek kembali isinya dengan seksama.
https://t.co/pKEO0s7s8E",RUU KUHP,rancangan undang undang kuhp masuk prolegnas 2020 cek isi seksama,id,Check the contents of the draft Criminal Code law included in the 2020 National Legislation Program carefully
2019-12-06 10:00:03+00:00,"Pemerintah menyepakati 50 RUU yang masuk dalam prolegnas prioritas tahun 2020. Terdapat beberapa RUU yang sempat menjadi kontroversi di dalamnya, seperti RUU KUHP dan RUU Penghapusan Kekerasan Seksual (PKS). #WaktunyaLokadata https://t.co/eFK9FqiKeI",RUU KUHP,perintah sepakat 50 rancangan undang undang masuk prolegnas prioritas 2020 rancangan undang undang kontroversi rancangan undang undang kuhp rancangan undang undang hapus keras seksual partai keadilan sejahtera,id,"order to agree on 50 draft laws included in the 2020 priority national legislative program, draft laws, controversy, draft laws, criminal code, draft laws to eliminate sexual violence, Prosperous Justice Party"
2019-12-06 06:13:02+00:00,"@detikcom â£MA sepeninggal Artidjo kembali ke business as usual, pemegang kekuasaan judikatif bersekongkol dgn eksekutif-legislatif yg akan menjadikan korupsi sbg kejahatan biasa saja? 

mengurangi hukuman minimal dari 4 jadi 2thn di RUU KUHP &amp; dperbolehkannya remisi bg koruptor di RUU",RUU KUHP,sama tinggal artidjo business as biasanya pegang kuasa judikatif sekongkol dengan eksekutif legislatif yang korupsi sebagai jahat hukum minimal 4 dua tahun rancangan undang undang kuhp amp dperbolehkannya remisi bagi koruptor rancangan undang undang,id,"Just as long as Artidjo Business AS usually holds the judicial power in collusion with the legislative executive, corruption is a legal crime for a minimum of 4 or two years, the Draft Criminal Code Law & the possibility of remission for corruptors, the Draft Law"
2019-12-06 04:40:32+00:00,"RUU KUHP masuk dalam prioritas 2020, namun tidak ada jaminan akan dibahas ulang DPR-pemerintah. https://t.co/6UtM3ililk",RUU KUHP,rancangan undang undang kuhp masuk prioritas 2020 jamin bahas ulang dewan perwakilan rakyat perintah,id,"The draft Criminal Code law is a priority for 2020, guaranteeing that the House of Representatives will re-discuss the order"
2019-12-06 03:08:57+00:00,"jual rumah harga terjangkau di jogja. Bisa kpr dp rendah 

hub: 081245910797

Info selengkapnya ð
https://t.co/aiEe8RTaxY

#jualrumah #katalogrumah #investasi  #rumahbisakpr #rumahmurajogja #perumahanmurah #rumahdekatkota #RUUKUHP https://t.co/K7l2YiKovf",RUU KUHP,jual rumah harga jangkau yoyakarta kredit pemilikan rumah uang muka rendah hubung 081245910797 info lengkap,id,"Selling a house at affordable prices in Yoyakarta, home ownership credit, low down payment, call 081245910797, complete information"
2019-12-06 03:06:49+00:00,RUU KUHP di-carry over dari DPR 2014-2019 sehingga tidak dikaji dari nol agar tidak mengalami pemborosan anggaran. Apa saja isinya? Yuk simak! #RUUKUHP https://t.co/dKfuuillEM,RUU KUHP,rancangan undang undang kuhp carry over dewan perwakilan rakyat 2014 2019 kaji nol alam boros anggar isi yuk simak,id,House of Representatives' 2014 2019 Carry Over Criminal Code Draft Law Zero Nature Wasteful Fencing Let's have a look
2019-12-06 02:55:04+00:00,"Masuk Prolegnas 2020, Yuk Baca RUU KUHP Lagi Biar Tak SalahÂ Tafsir https://t.co/JtOpNdARsm",RUU KUHP,masuk prolegnas 2020 yuk baca rancangan undang undang kuhp biar salah tafsir,id,"Entering the 2020 National Legislation Program, let's read the draft Criminal Code law to avoid misinterpretation"
2019-12-06 02:30:12+00:00,"@null Masuk Prolegnas 2020, Yuk Baca RUU KUHP Lagi Biar Tak Salah Tafsir RUU KUHP di-c  https://t.co/wFU0f1hYas",RUU KUHP,masuk prolegnas 2020 yuk baca rancangan undang undang kuhp biar salah tafsir rancangan undang undang kuhp c,id,"Let's enter the 2020 National Legislation Program, let's read the draft Criminal Code Law so that we misinterpret the Draft Criminal Code Law C"
2019-12-06 02:02:25+00:00,Presiden Jokowi Ingin semua pasal yang dianggap kontroversial dalam RUU KUHP (RKUHP) dihapus. Akankah Komisi III DPR mengakomodir keinginan Jokowi? https://t.co/Vz16WZ7FKR,RUU KUHP,presiden jokowi pasal anggap kontroversial rancangan undang undang kuhp rkuhp hapus komisi iii dewan perwakilan rakyat mengakomodir jokowi,id,President Jokowi deems controversial article draft Criminal Code Law RKUHP abolishes Commission III People's Representative Council accommodates Jokowi
2019-12-06 00:26:32+00:00,YLBHI menilai masuknya RUU KUHP di Prolegnas prioritas 2020 cenderung dipaksakan karena masih memiliki banyak catatan. https://t.co/Yi7R9KC9As,RUU KUHP,yayasan lembaga bantuan hukum indonesia nilai masuk rancangan undang undang kuhp prolegnas prioritas 2020 cenderung paksa milik catat,id,"Indonesian Legal Aid Foundation, the value of being included in the 2020 Priority Prolegnas Criminal Code draft law tends to be forced to belong to notes"
2019-12-05 15:03:09+00:00,"@agungimddn Ya lo salah menempatkan perintah nabi yang jelas jelas itu perintah baik. Belajar lagi. Anda blom selevel. Baca lagi itu ruukuhp, trus lu bayangin kalo itu di sah kan dan keluarga lo terlibat tanpa sengaja, susah kalo kontol sama kepala mirip. Ya gini jadi nya, mentok kan?",RUU KUHP,ya kamu salah perintah nabi perintah ajar belum level baca ruukuhp terus kamu bayangkan kalau sah keluarga kamu libat sengaja susah kalau kontol kepala ya begini nya mentok,id,"yes, you are wrong in the prophet's command, the command to teach is not yet at the level of reading the ruukuhp and then you imagine that if it is legal, your family is involved on purpose, it is difficult if the head dick is like this, it is stuck"
2019-12-05 14:43:54+00:00,"@agungimddn Konteks nya ini negara demokrasi, lagian siapa yang mau ga taat? Ahahaha lu baca ruukuhp yg kemaren baru bacod, susah kalo minuman nya finto",RUU KUHP,konteks nya negara demokrasi tidak taat haha kamu baca ruukuhp yang kemarin bacot susah kalau minum nya finto,id,"The context is that democratic countries don't obey haha, you read the ruukuhp yesterday, it's hard to drink finto"
2019-12-05 12:37:51+00:00,"@orionananta â â  
â â  Gue sendiri berharap banget perjuangan dalam menegakkan hukum pada katagori kesusilaan ini segera di realisasikan. Karena RUU PKS tuh- kalau di tilik dari segi pandang korban, sangat-sangat membantu memberikan hak hukum yang lebih baik dari KUHP yang lama.
â â ",RUU KUHP,gue harap banget juang tegak hukum katagori susila realisasi rancangan undang undang partai keadilan sejahtera itu tilik segi pandang korban bantu hak hukum kuhp,id,I really hope to fight for the upholding of the moral category of law. The realization of the Prosperous Justice Party's draft law looks at the victim's point of view and helps with the legal rights of the Criminal Code.
2019-12-05 10:07:04+00:00,#Foto DPR dan pemerintah menyepakati 50 RUU prioritas 2020. Salah satu usulan RUU yang menjadi Prolegnas prioritas 2020 adalah RKUHP. #RUU #RUUKUHP https://t.co/rr0Oeo8S19,RUU KUHP,dewan perwakilan rakyat perintah sepakat 50 rancangan undang undang prioritas 2020 salah usul rancangan undang undang prolegnas prioritas 2020 rkuhp,id,"the people's representative council agrees on 50 draft 2020 priority laws, wrong proposals for the 2020 priority prolegnas draft law, RKUHP"
2019-12-05 09:58:32+00:00,"50 RUU Jadi Prioritas Tahun Depan, Salah Satunya RevisiÂ KUHP https://t.co/ZhXSjPJ5zn",RUU KUHP,50 rancangan undang undang prioritas salah revisi kuhp,id,50 priority draft laws incorrectly revise the Criminal Code
2019-12-05 07:23:09+00:00,"#baleg Rieke 
@PDI_Perjuangan
 #Jabar7: Kami juga menetapkan Prolegnas Prioritas 2020 sebanyak 50 RUU dan adanya 3 RUU usulan Pemerintah yaitu RUU Bea Materai, KUHP, dan Pemasyarakatan serta adanya 1 RUU carry over yaitu perubahan UU No. 4/2009 ttg Pertambangan Minerba.",RUU KUHP,rieke prolegnas prioritas 2020 50 rancangan undang undang 3 rancangan undang undang usul perintah rancangan undang undang bea materai kuhp masyarakat 1 rancangan undang undang carry over ubah undang undang no 4 2009 tentang tambang minerba,id,rieke prolegnas priority 2020 50 draft laws 3 draft laws proposing orders draft law on stamp duty community code 1 draft carry over law amending law no 4 2009 concerning mineral and coal mining
2019-12-05 04:21:18+00:00,"Termasuk RUU KUHP, Jokowi Usul 15 RUU Prioritas di 2020 https://t.co/DtYyaOOGcs",RUU KUHP,masuk rancangan undang undang kuhp jokowi usul 15 rancangan undang undang prioritas 2020,id,included in Jokowi's Criminal Code draft proposal 15 of the 2020 priority law draft
2019-12-05 03:55:49+00:00,Pemerintah telah menyampaikan usulan RUU yang masuk Prolegnas 2020-2024 dan Prolegnas prioritas 2020. Berikut 15 RUU prioritas tahun 2020 usulan pemerintah: #RUU #RUUKUHP https://t.co/6LXmtCSKpa,RUU KUHP,perintah usul rancangan undang undang masuk prolegnas 2020 2024 prolegnas prioritas 2020 15 rancangan undang undang prioritas 2020 usul perintah,id,orders for proposing draft laws to enter the 2020 National Legislation Program 2024 priority prolegnas 2020 15 priority draft laws for 2020 proposing orders
2019-12-05 00:23:02+00:00,"https://t.co/Nr6zK0wLNy  RUU KUHP, KKR dan Pemindahan Ibu Kota Musuk Prolegnas 2020: Badan legislasi (Baleg) bersama pemerintah diwakili Menteri Hukum dan HAM (Menkum HAM) Yasonna Laoly melakukan rapat kerja membahas usulan program legislasi nasionalâ¦ Sumber merdeka com https://t.co/zWf4KDQ2Aj",RUU KUHP,rancangan undang undang kuhp kkr pindah kota musuk prolegnas 2020 badan legislasi baleg perintah wakil menteri hukum ham menkum ham yasonna laoly laku rapat kerja bahas usul program legislasi nasional sumber merdeka com,id,draft law on criminal code kkr moving city musuk prolegnas 2020 legislative body baleg orders deputy minister of law human rights menkum ham yasonna laoly conduct working meeting to discuss proposal for national legislation program source merdeka com
2019-12-04 22:16:15+00:00,"@IndonesiaPusak8 Ohh... Gitu...pantes lah....dulu bro @TheArieAir pernah kami saling follow-an, dia unfollow saya gara2 saya mention akun nya pada saat post ttg RUUKUHP. Menurut dia postingan saya salah paling dalam pandangan nya, makanya saya di unfollow ya saya balik unfollow dong.",RUU KUHP,oh begitu pantas bro follow an unfollow gara gara mention akun nya post tentang ruukuhp postingan salah pandang nya unfollow ya unfollow,id,oh that's appropriate bro follow an unfollow because of mentioning his account post about ruukuhp post wrong view unfollow yes unfollow
2019-12-04 13:19:33+00:00,"Yasonna Beberkan 15 RUU Prioritas 2020, dari Omnibus Law hingga KUHP",RUU KUHP,yasonna beber 15 rancangan undang undang prioritas 2020 omnibus law kuhp,id,Yasonna several 15 priority draft laws for 2020 omnibus law criminal code
2019-12-04 13:13:46+00:00,"Ada 451 Usulan Masuk DPR, RUU Pas dan KUHP Berasal dariÂ Pemerintah https://t.co/NY7lUohfhV",RUU KUHP,451 usul masuk dewan perwakilan rakyat rancangan undang undang pas kuhp perintah,id,451 proposals submitted to the People's Representative Council draft law on Criminal Code orders
2019-12-04 12:40:03+00:00,"RUU KUHP, KKR dan Pemindahan Ibu Kota Musuk Prolegnas 2020 https://t.co/cfq0FMQWo2",RUU KUHP,rancangan undang undang kuhp kkr pindah kota musuk prolegnas 2020,id,draft law on the KKR criminal code moving to the city of Prolegnas 2020
2019-12-04 03:04:22+00:00,Kapolda Bali Hadiri Sosialisasi RUU KUHP dan RUU Permasyarakatan https://t.co/Xl94OsLACG,RUU KUHP,kepala kepolisian daerah bal hadir sosialisasi rancangan undang undang kuhp rancangan undang undang masyarakat,id,"the Bal regional police chief attended the socialization of the draft criminal code law, the draft community law"
2019-12-04 02:48:41+00:00,"@BodobodoMusafir @jakatuak16 @budimandjatmiko kalau hanya hukum pidana gausah teriak2 khilafah..
tinggal buat RUU KUHP. tanpa merubah ideologi.",RUU KUHP,hukum pidana tidak usah teriak teriak khilafah tinggal rancangan undang undang kuhp rubah ideologi,id,"There's no need to shout about the caliphate in criminal law, just a draft law on the Criminal Code to change ideology"
2019-12-03 17:32:36+00:00,"Menerima kunjungan kerja Wakil Ketua DPR RI / Bidang Korpolkam dalam rangka sosialisasi RUU  KUHP &amp; RUU Permasyarakatan di Mapolda Sumbar.
.
. âââââââââ
#divisihumaspolri #polisiindonesia #poldasumbar #kapoldasumbarâ¦ https://t.co/OjOktEpy0w",RUU KUHP,terima kunjung kerja wakil ketua dewan perwakilan rakyat ri bidang korpolkam rangka sosialisasi rancangan undang undang kuhp amp rancangan undang undang masyarakat mapolda sumbar,id,welcome to the work of the deputy chairman of the Indonesian People's Representative Council in the field of Korpolkam and the socialization of the draft law on the Criminal Code & the draft law on the community of the West Sumatra Regional Police Headquarters
2019-12-03 11:00:00+00:00,Seminar Nasional FH UMM: Bahas Advokat dan Contempt of Court dalam RUU KUHP | https://t.co/lQCYQJfLYz | #UMmCampus https://t.co/JvB5HM48Oj,RUU KUHP,seminar nasional fh umm bahas advokat contempt of court rancangan undang undang kuhp,id,FH UMM national seminar discusses contempt of court advocates for the draft Criminal Code law
2019-12-03 02:08:43+00:00,Kapolda Bali Menghadiri Sosialisasi RUU KUHP dan RUU Permasyarakatan di Polda Bali Dari DPR RI / Bidang Korpolkam https://t.co/AkwvQ0kuvy,RUU KUHP,kepala kepolisian daerah bal hadir sosialisasi rancangan undang undang kuhp rancangan undang undang masyarakat kepolisian daerah bal dewan perwakilan rakyat ri bidang korpolkam,id,"the Bal regional police chief attended the socialization of the draft law on the criminal code, the draft law on the Bal regional police community, the Republic of Indonesia People's Representative Council in the field of Korpolkam"
2019-12-01 07:49:13+00:00,"@alysap_ RUU PKS dan RUU KUHP. salah satu ketua BEM yg sempat dielu-elukan misalnya, menolak yang pertama namun mengendorse yang kedua.",RUU KUHP,rancangan undang undang partai keadilan sejahtera rancangan undang undang kuhp salah ketua badan eksekutif mahasiswa yang kamu kamu tolak mengendorse,id,"the bill for the Prosperous Justice Party, the draft law for the Criminal Code, one of the chairmen of the student executive body, which you refuse to endorse"
2019-12-01 04:28:30+00:00,"Iya ga jadi orang kaya kok. Di Undip ginian banyak....
.
.
.
Gausah protes!!! Gue bukan RUU KUHP!!! https://t.co/1DMYXDDPZE",RUU KUHP,iya tidak orang kayak undip begini tidak usah protes gue rancangan undang undang kuhp,id,"Yes, no, people like Undip don't need to protest against my draft Criminal Code law"
2019-11-30 19:25:43+00:00,"Polisi, sebelum adanya RUU KUHP",RUU KUHP,polisi rancangan undang undang kuhp,id,police draft criminal law
2019-11-30 16:08:45+00:00,"Wakil Ketua DPR Azis Syamsudin, Serap Pendapat RUU KUHP Dan Permasyarakatan DiÂ Padang https://t.co/wCpvIq2vB1 https://t.co/QjXrOrvlzR",RUU KUHP,wakil ketua dewan perwakilan rakyat azis syamsuddin serap rancangan undang undang kuhp masyarakat padang,id,"deputy chairman of the people's representative council, Azis Syamsuddin, absorbs the draft law on the Padang Community Criminal Code"
2019-11-30 09:51:16+00:00,"Terkait RUU KUHP dan RUU Pemasyarakatan, Irjen Pol Fakhrizal : Akan Kita Tindak Lanjuti https://t.co/tvunnZ01Pm",RUU KUHP,kait rancangan undang undang kuhp rancangan undang undang masyarakat irjen pol fakhrizal tindak,id,"regarding the draft law on the Criminal Code, the draft law on society, Inspector General Pol Fakhrizal, acts"
2020-12-31 15:35:14+00:00,"Sayang RUU KUHP belum disahkan, Selamat Jalan Prof.",RUU KUHP,sayang rancangan undang undang kuhp sahkan selamat jalan prof,id,"Dear, the draft law on the Criminal Code has been ratified. Goodbye, Prof"
2020-12-31 13:30:45+00:00,"Untuk itu, sangat di perlukanya gagasan2 menarik tentang perlunya pengaturan gratifikasi seks yang dimasukkan ke dalam RUU KUHP. 
#IndonesiaDAMAI",RUU KUHP,luka gagasan2 tarik atur gratifikasi seks masuk rancangan undang undang kuhp,id,Wounds of interesting ideas about regulating sexual gratification are included in the draft Criminal Code law
2020-12-31 10:09:36+00:00,"Prof Muladi merupakan sosok yang visioner. Beliau salah satu tokoh di bidang hukum yang membidani RUU KUHP. Cita-cita beliau agar sistem hukum di Indonesia bisa sesuai dengan perkembangan zaman,"" tutur senator asal Dapil Jawa Timur itu. 

#lanyalla",RUU KUHP,prof muladi rupa sosok visioner beliau salah tokoh bidang hukum bidan rancangan undang undang kuhp cita cita beliau sistem hukum indonesia sesuai kembang zaman senator daerah pemilihan jawa timur,id,"Prof. Muladi is a visionary figure, he is one of the figures in the field of law, midwife, the draft law on the Criminal Code, his ideals, the Indonesian legal system according to the times, senator for the electoral district of East Java"
2020-12-31 05:57:43+00:00,"Selain Perppu Corona, kekuasaan Presiden kini juga kembali dilindungi oleh haatzaai artikelen dan lesse majeste. Pasal 134, 136 bis, dan 137 KUHP mengenai penghinaan terhadap Presiden, yg sebenarnya sdh dibatalkan oleh MK pd 2006 lalu, kini dimasukan kembali dlm RUU KUHP yg baru.",RUU KUHP,peraturan pemerintah pengganti undang undang corona kuasa presiden lindung haatzaai artikelen lesse majeste pasal 134 136 bis 137 kuhp kena hina hadap presiden yang sudah batal mk pada 2006 masuk dalam rancangan undang undang kuhp yang,id,government regulations in lieu of the corona law presidential powers protect haatzaai alaten lesse majeste articles 134 136 bis 137 criminal code subject to contempt of the president which has been canceled by the Constitutional Court in 2006 included in the draft criminal code law which
2020-12-31 05:55:57+00:00,@Yusrilihza_Mhd Sedih... Beliau dan tim mau menyumbangkan karya monumental berupa RUU KUHP menjadi KUHP tapi ditolak dengan alasan yang tidak dipahami oleh yang menolak,RUU KUHP,sedih beliau tim sumbang karya monumental rupa rancangan undang undang kuhp kuhp tolak alas paham tolak,id,"It's sad that the team has contributed a monumental work in the form of a draft law on the Criminal Code, the Criminal Code rejects the understanding of rejecting it"
2020-12-31 05:17:24+00:00,"Innalillahi wainna ilaihi rajiun..
Sy masih ingat Prof Muladi ini bilang kira2 "" sebelum kami2 ini meninggal (ahli hukum pidana senior), kami ingin bhw RUUKUHP ini menjadi KUHP yg berlaku Indonesia, menggantikan KUHP peninggalan Belanda""...",RUU KUHP,innalillahi wah ini ilaihi rajiun saya prof muladi bilang kira kira kami kami tinggal ahli hukum pidana senior bahwa ruukuhp kuhp yang laku indonesia ganti kuhp tinggal belanda,id,"Innalillahi Wow, this is Ilaihi Rajiun, I'm Prof. Muladi, I think we're left with senior criminal law experts, that the Indonesian Criminal Code Ruukuhp will replace the Dutch Criminal Code."
2020-12-31 05:10:54+00:00,"@LaodeMSyarif @hasanuddin_univ Karya besar (Magnum Opus)-nya, RUU KUHP, dituduh macam2 oleh orang2 yg mgkn bahkan mmbacanya saja belum. RUU yg sdh mlewati wafatnya dua ketua timnya, Prof Barda dan Prof Muladi. 

Cc @jokowi 
@kanal_kpk @KPK_RI @antikorupsi @sahabatICW @undip @mohmahfudmd",RUU KUHP,karya magnum opus nya rancangan undang undang kuhp tuduh macam macam orang orang yang mungkin mmbacanya rancangan undang undang yang sudah mlewati wafat ketua tim prof barda prof muladi cc,id,"His magnum opus, the draft law on the Criminal Code, accuses all kinds of people who might have read it, the draft law has passed the death of the team leader, Prof. Barda, Prof. Muladi CC"
2020-12-31 04:48:40+00:00,"Prof. Muladi meninggal dunia, salah satu legacy beliau mungkin ya RUU KUHP.",RUU KUHP,prof muladi tinggal dunia salah legacy beliau ya rancangan undang undang kuhp,id,"Prof. Muladi is living in a world where his legacy is wrong, namely the draft law on the Criminal Code"
2020-12-31 03:12:23+00:00,"Prof. Muladi, salah satu penggagas RUU KUHP, hari ini meninggal dunia.

RUU ini klo tidak salah dibahas dr jaman orde lama, smpe skrg masih tertunda pengesahannya.

Dari sekitar 22 orang tim penggagas, skrg tinggal 4 orang yg masih hidup.",RUU KUHP,prof muladi salah gagas rancangan undang undang kuhp tinggal dunia rancangan undang undang kalau salah bahas dari jaman orde sampai sekarang tunda sah 22 orang tim gagas sekarang tinggal 4 orang yang hidup,id,"Prof. Muladi made a mistake in coming up with a draft law on the Criminal Code, the world is left with a draft law, if it was wrong, it was discussed from the order era until now, it was postponed, it's legal. 22 people on the idea team, now there are only 4 people alive."
2020-12-31 02:35:34+00:00,Kami Tim RUU KUHP merasa kehilangan dan duka yg sangat mendalam. https://t.co/alzfDLD638,RUU KUHP,tim rancangan undang undang kuhp hilang duka yang,id,The team for drafting the Criminal Code has lost its sorrow
2020-12-31 02:02:41+00:00,"Semoga tidak sedih lagi ya Pak. Semoga RUU KUHP bisa dibahas kembali melalui proses dan substansi yang baik oleh penerus.

RIP.",RUU KUHP,semoga sedih ya semoga rancangan undang undang kuhp bahas proses substansi rip,id,"I hope it's sad, I hope the draft Criminal Code law discusses the substance rip process"
